Date,Year,Companies,Transaction Type,Deal Value,Key Details,Source File,SDC Deal No,Date Announced,Rank Date,Rank Value inc. Net Debt of Target,Target Full Name,Target PermID,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror PermID,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,M&A TRBC Activity,M&A Type,Deal Status,Deal Synopsis,Target Business Description,Acquiror Short Business Description,Acquisition Techniques,Buyouts or Financial Sponsor Involvement Flag,Deal Type,Cross Border Deal Flag,Enterprise Value at Announcement,Enterprise Value at Effective Date,Target Market Value 4 Weeks Prior to Announcement,Acquiror Market Value 4 Weeks Prior to Announcement,Premium Paid - 1 Day Prior to Announcement,Premium Paid - 1 Week Prior to Announcement,Premium Paid - 4 Weeks Prior to Announcement,Ratio of Transaction Value to Sales,Ratio of Deal Value to EBIT,Ratio of Deal Value to EBITDA,Ratio of Deal Value to Net Income,Target Stock Price on Announcement Day,Research & Development Expense Last 12 Months,Research & Development Expense 2 Years Prior,Research & Development Expense 3 Years Prior,Defensive Tactics,Defensive Tactics Flag,EBIT Margin,EBIT 3 Year Growth Rate Percentage,EBIT 5 Year Growth Rate Percentage,EBITDA 3 Year Growth Rate,EBITDA 5 Year Growth Rate,Net Sales 2 Year Growth Rate,Net Sales 3 Year Growth Rate,Leveraged Buyout Flag,Date Withdrawn,Date Originally Announced,Target High Share Price Last 12 Months,Corresponding transcript,Unnamed: 53
2021-08-30,2021,Petra Acquisition + Revelation Biosciences,SPAC Merger,$105M stock,Respiratory viral therapeutics,2021-Aug-30-REVB.OQ,3793113020.0,2021-08-30,2021-08-30,105.0,Revelation Biosciences Inc,,Healthcare,Pharmaceuticals,United States,Petra Acquisition Inc,,Financials,Alternative Financial Investments,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Petra Acquisition Inc (Petra), a unit of Petra Investment Holdings LLC, merged with Revelation Biosciences Inc (Revelation), a San Diego-based manufacturer of pharmaceutical preparation, for a total USD 105 mil, in a stock swap reverse takeover transaction. On completion of de-SPAC process, the merged entity was renamed Revelation Biosciences Inc and was listed on NASDAQ under the ticker symbol REVB. Petra and Revelation were to own 37.1% interest and 53.6% stake in the merged entity, respectively, and the remaining 9.3% stake owned by SPAC sponsors.","Revelation Biosciences Inc, Located in San Diego, California, is a clinical-stage biopharmaceutical company focused on the development of innate immune system therapeutics and diagnostics for the prevention and treatment of disease. It offers several product candidates in development. REVTx99, the lead therapeutic candidate, is a broad anti-viral nasal drop solution that can be used to treat respiratory viral infections, including Influenza A, Influenza B, parainfluenza, rhinovirus, respiratory syncytial virus and SARS-CoV-2 including its variants. The Company was founded in 2020.",Blank Check Company,Reverse Merger|Financial Acquiror|Stock Swap|Reverse Takeover,False,Disclosed Value,False,105,105,,23.135,,,,,0.0,0.0,,10.06,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-08-30,10.54,2021-Aug-30-REVB.OQ-138246737960-Transcript,
2021-12-03,2021,Recordati acquiring EUSA Pharma,Acquisition,€750M EV,Rare oncology 4-product portfolio,2021-Dec-03-RECI.MI,3844554040.0,2021-12-03,2021-12-03,847.425286744551,EUSA Pharma (UK) Ltd,5045810396,Healthcare,Pharmaceuticals,United Kingdom,Recordati Industria Chimica E Farmaceutica SpA,4295875399,Healthcare,Pharmaceuticals,Italy,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"UK - Recordati Industria Chimica E Farmaceutica SpA of Italy, a unit of Fimei Finanziaria Industriale Mobiliare ed Immobiliare SpA, acquired EUSA Pharma (UK) Ltd, a Hemel Hempstead-based manufacturer of pharmaceutical preparation, from Essex Woodlands Management Inc, for GBP 636.874 mil (USD 847.425 mil) in cash.","EUSA Pharma (UK) Ltd is a manufacturer of pharmaceutical preparation. The Company is located in Hemel Hempstead, the United Kingdom.",Pharmaceutical Preparation Manufacturing,Financial Acquiror,True,Disclosed Value,True,,,,,,,,4.55,5.346,4.78,82.743,,,,,Not Applicable,False,0.851,0.0,0.0,,,,0.0,False,,2021-12-03,,2021-Dec-03-RECI.MI-137334958755-Transcript,
2021-12-03,2021,Recordati acquiring EUSA Pharma,Acquisition,€750M EV,Rare oncology 4-product portfolio,2021-Dec-03-RECI.MI,3844554040.0,2021-12-03,2021-12-03,847.425286744551,EUSA Pharma (UK) Ltd,5045810396,Healthcare,Pharmaceuticals,United Kingdom,Recordati Industria Chimica E Farmaceutica SpA,4295875399,Healthcare,Pharmaceuticals,Italy,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"UK - Recordati Industria Chimica E Farmaceutica SpA of Italy, a unit of Fimei Finanziaria Industriale Mobiliare ed Immobiliare SpA, acquired EUSA Pharma (UK) Ltd, a Hemel Hempstead-based manufacturer of pharmaceutical preparation, from Essex Woodlands Management Inc, for GBP 636.874 mil (USD 847.425 mil) in cash.","EUSA Pharma (UK) Ltd is a manufacturer of pharmaceutical preparation. The Company is located in Hemel Hempstead, the United Kingdom.",Pharmaceutical Preparation Manufacturing,Financial Acquiror,True,Disclosed Value,True,,,,,,,,4.55,5.346,4.78,82.743,,,,,Not Applicable,False,0.851,0.0,0.0,,,,0.0,False,,2021-12-03,,2021-Dec-03-RECI.MI-137334958755-Transcript,
2021-12-04,2021,Eris Lifesciences + MJ Biopharm,Joint Venture,₹15 crores upfront,70-30 insulin/GLP-1 JV,2021-Dec-04-ERIS.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Dec-04-ERIS.NS-137036935678-Transcript,
2021-12-04,2021,Eris Lifesciences + MJ Biopharm,Joint Venture,₹15 crores upfront,70-30 insulin/GLP-1 JV,2021-Dec-04-ERIS.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Dec-04-ERIS.NS-137036935678-Transcript,
2021-12-13,2021,Pfizer acquiring Arena Pharmaceuticals,Acquisition,Undisclosed,Etrasimod inflammation portfolio,2021-Dec-13-PFE.N,3845384020.0,2021-12-13,2021-12-13,5950.345,Arena Pharmaceuticals Inc,4295900428,Healthcare,Biotechnology,United States,Pfizer Inc,4295904722,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Pfizer Inc acquired the entire share capital of Arena Pharmaceuticals Inc, a San Diego-based biopharmaceutical company, for USD 100 in cash per share, or total value of USD 6.68 bil.","Arena Pharmaceuticals Inc, located in San Diego, California, is a biopharmaceutical company. It develops a diversified portfolio of therapeutic candidates targeting gastroenterology, dermatology, and cardiology. Its clinical programs include: etrasimod (APD334), being evaluated in a Phase 3 program for ulcerative colitis, or UC, a Phase 2b/3 program for Crohns disease, or CD, and a Phase 2 program in alopecia areata, or AA. The Company was founded in April 1997.","Manufacture,wholesale pharmaceuticals",Not Applicable,False,Disclosed Value,False,5950.3453,5833.8546,3674.893,278678.827,100.24,99.72,69.92,180530.892,-12.458,0.0,-11.458,90.08,409.609,231.496,115.029,Not Applicable,False,-14491.081,0.0,0.0,0.0,0.0,-99.96,-86.676,False,,2021-12-13,83.95,2021-Dec-13-PFE.N-140072335416-Transcript,
2021-12-13,2021,Pfizer acquiring Arena Pharmaceuticals,Acquisition,Undisclosed,Etrasimod inflammation portfolio,2021-Dec-13-PFE.N,3845384020.0,2021-12-13,2021-12-13,5950.345,Arena Pharmaceuticals Inc,4295900428,Healthcare,Biotechnology,United States,Pfizer Inc,4295904722,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Pfizer Inc acquired the entire share capital of Arena Pharmaceuticals Inc, a San Diego-based biopharmaceutical company, for USD 100 in cash per share, or total value of USD 6.68 bil.","Arena Pharmaceuticals Inc, located in San Diego, California, is a biopharmaceutical company. It develops a diversified portfolio of therapeutic candidates targeting gastroenterology, dermatology, and cardiology. Its clinical programs include: etrasimod (APD334), being evaluated in a Phase 3 program for ulcerative colitis, or UC, a Phase 2b/3 program for Crohns disease, or CD, and a Phase 2 program in alopecia areata, or AA. The Company was founded in April 1997.","Manufacture,wholesale pharmaceuticals",Not Applicable,False,Disclosed Value,False,5950.3453,5833.8546,3674.893,278678.827,100.24,99.72,69.92,180530.892,-12.458,0.0,-11.458,90.08,409.609,231.496,115.029,Not Applicable,False,-14491.081,0.0,0.0,0.0,0.0,-99.96,-86.676,False,,2021-12-13,83.95,2021-Dec-13-PFE.N-140072335416-Transcript,
2021-12-14,2021,Vaccitech acquiring Avidea Technologies,Acquisition,$40M ($12.5M + $27.5M equity),SNAPvax T-cell immunotherapy,2021-Dec-14-BRNS.OQ,3849971020.0,2021-12-13,2021-12-13,40.0,Avidea Technologies Inc,5052526001,Healthcare,Biotechnology,United States,Vaccitech PLC,5080057732,Healthcare,Biotechnology,United Kingdom,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Vaccitech plc of the UK acquired Avidea Technologies Inc, manufacturer of biological products, for a total USD 40 mil.","Avidea Technologies Inc, located in Marylan, is a manufacturer of biological products.",Research and Development in Biotechnology,Financial Acquiror,True,Disclosed Value,True,,,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-12-13,,2021-Dec-14-BRNS.OQ-138565204047-Transcript,
2021-12-14,2021,Vaccitech acquiring Avidea Technologies,Acquisition,$40M ($12.5M + $27.5M equity),SNAPvax T-cell immunotherapy,2021-Dec-14-BRNS.OQ,3849971020.0,2021-12-13,2021-12-13,40.0,Avidea Technologies Inc,5052526001,Healthcare,Biotechnology,United States,Vaccitech PLC,5080057732,Healthcare,Biotechnology,United Kingdom,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Vaccitech plc of the UK acquired Avidea Technologies Inc, manufacturer of biological products, for a total USD 40 mil.","Avidea Technologies Inc, located in Marylan, is a manufacturer of biological products.",Research and Development in Biotechnology,Financial Acquiror,True,Disclosed Value,True,,,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-12-13,,2021-Dec-14-BRNS.OQ-138565204047-Transcript,
2021-12-14,2021,CSL acquiring Vifor Pharma,Acquisition,$11.7B (USD 179.25/share),"Nephrology, dialysis, iron portfolio",2021-Dec-14-CSL.AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Dec-14-CSL.AX-140873463146-Transcript,
2021-12-14,2021,CSL acquiring Vifor Pharma,Acquisition,$11.7B (USD 179.25/share),"Nephrology, dialysis, iron portfolio",2021-Dec-14-CSL.AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Dec-14-CSL.AX-140873463146-Transcript,
2021-12-20,2021,Cytokinetics + Ji Xing Pharmaceuticals,Licensing,$70M + up to $330M milestones,Omecamtiv mecarbil Greater China,2021-Dec-20-CYTK.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Dec-20-CYTK.OQ-139862434736-Transcript,
2021-12-20,2021,Cytokinetics + Ji Xing Pharmaceuticals,Licensing,$70M + up to $330M milestones,Omecamtiv mecarbil Greater China,2021-Dec-20-CYTK.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Dec-20-CYTK.OQ-139862434736-Transcript,
2021-02-03,2021,Jazz Pharmaceuticals acquiring GW Pharmaceuticals,Acquisition,$7.2B ($220/ADS),Epidiolex cannabinoid platform,2021-Feb-03-JAZZ.OQ,3693951040.0,2021-02-03,2021-02-03,6333.93413500957,GW Pharmaceuticals PLC,4295894440,Healthcare,Pharmaceuticals,United Kingdom,Jazz Pharmaceuticals PLC,4297329846,Healthcare,Pharmaceuticals,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"UK - Jazz Pharmaceuticals PLC of the US acquired the entire share capital of GW Pharmaceuticals PLC, a Salisbury, Wiltshire-based manufacturer of pharmaceutical preparation, for GBP 4.996 bil (USD 6.827 bil). Jazz offered GBP 146.359 (USD 200) in cash per share, or a total value of GBP 4.564 bil (USD 6.236 bil) and issuance of 0.12036 common shares per GW share valued at GBP 431.99 mil (USD 590.314) mil. Based on Jazz's closing stock price of GBP 115.104 (USD 157.29) on 02 February 2021, the last full trading day prior to the announcement, per GW share was valued at GBP 160.213 (USD 117.243).","GW Pharmaceuticals PLC, based in Salisbury, Wiltshire, UK, is a biopharmaceutical company focused on discovering, developing and commercializing novel therapeutics from its proprietary cannabinoid product platform in a broad range of disease areas. It has commercialized cannabinoid prescription drug, Sativex, which is approved for the treatment of spasticity due to multiple sclerosis, or MS, in 20 countries outside the United States. The company was founded in 1998.",Mnfr prescription pharm,Financial Acquiror,True,Disclosed Value,True,6324.24372022185,6455.17220885064,3733.0552985359,9135.983,49.7,38.37,82.09,13.221,-131.518,0.0,-119.652,211.37,192.07858130013,116.34398047092,141.804115056249,Not Applicable,False,-0.101,0.0,0.0,0.0,0.0,1069.719,444.473,False,,2021-02-03,158.47,2021-Feb-03-JAZZ.OQ-140701866407-Transcript,
2021-02-03,2021,Jazz Pharmaceuticals acquiring GW Pharmaceuticals,Acquisition,$7.2B ($220/ADS),Epidiolex cannabinoid platform,2021-Feb-03-JAZZ.OQ,3693951040.0,2021-02-03,2021-02-03,6333.93413500957,GW Pharmaceuticals PLC,4295894440,Healthcare,Pharmaceuticals,United Kingdom,Jazz Pharmaceuticals PLC,4297329846,Healthcare,Pharmaceuticals,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"UK - Jazz Pharmaceuticals PLC of the US acquired the entire share capital of GW Pharmaceuticals PLC, a Salisbury, Wiltshire-based manufacturer of pharmaceutical preparation, for GBP 4.996 bil (USD 6.827 bil). Jazz offered GBP 146.359 (USD 200) in cash per share, or a total value of GBP 4.564 bil (USD 6.236 bil) and issuance of 0.12036 common shares per GW share valued at GBP 431.99 mil (USD 590.314) mil. Based on Jazz's closing stock price of GBP 115.104 (USD 157.29) on 02 February 2021, the last full trading day prior to the announcement, per GW share was valued at GBP 160.213 (USD 117.243).","GW Pharmaceuticals PLC, based in Salisbury, Wiltshire, UK, is a biopharmaceutical company focused on discovering, developing and commercializing novel therapeutics from its proprietary cannabinoid product platform in a broad range of disease areas. It has commercialized cannabinoid prescription drug, Sativex, which is approved for the treatment of spasticity due to multiple sclerosis, or MS, in 20 countries outside the United States. The company was founded in 1998.",Mnfr prescription pharm,Financial Acquiror,True,Disclosed Value,True,6324.24372022185,6455.17220885064,3733.0552985359,9135.983,49.7,38.37,82.09,13.221,-131.518,0.0,-119.652,211.37,192.07858130013,116.34398047092,141.804115056249,Not Applicable,False,-0.101,0.0,0.0,0.0,0.0,1069.719,444.473,False,,2021-02-03,158.47,2021-Feb-03-JAZZ.OQ-140701866407-Transcript,
2021-02-03,2021,Veracyte acquiring Decipher Biosciences,Acquisition,$600M ($250M + $350M stock),Urologic cancer genomic testing,2021-Feb-03-VCYT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Feb-03-VCYT.OQ-139293489354-Transcript,
2021-02-03,2021,Veracyte acquiring Decipher Biosciences,Acquisition,$600M ($250M + $350M stock),Urologic cancer genomic testing,2021-Feb-03-VCYT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Feb-03-VCYT.OQ-139293489354-Transcript,
2021-01-06,2021,Pixium Vision + Second Sight Medical merger,Merger,~$25M financing,Vision restoration technologies,2021-Jan-06-VANI.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jan-06-VANI.OQ-138040373579-Transcript,
2021-01-06,2021,Pixium Vision + Second Sight Medical merger,Merger,~$25M financing,Vision restoration technologies,2021-Jan-06-VANI.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jan-06-VANI.OQ-138040373579-Transcript,
2021-01-08,2021,Celularity + GX Acquisition Corp,SPAC Merger,$1.25B valuation + $80M PIPE,Placental cell therapy platform,2021-Jan-08-CELU.OQ,3684535020.0,2021-01-08,2021-01-08,1639.79,Celularity Inc,5057763155,Healthcare,Biotechnology,United States,GX Acquisition Corp,5068933591,Financials,Alternative Financial Investments,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - GX Acquisition Corp (GX) merged with Celularity Inc (Celularity), a Florham Park-based clinical-stage biotechnology company, from Sorrento Therapeutics Inc, Bristol-Myers Squibb Co, Starr Insurance Cos, Dragasac Ltd, a unit of Genting Bhd and other shareholders, in exchange for 147.327 mil new Class A common shares valued at USD 1.693 bil, in a stock swap reverse takeover transaction. The shares were valued based on GX's closing stock price of USD 11.49 on 7 January 2021, the last full trading day prior to the announcement. On the completion of the de-SPAC process, the merged entity was named Celularity Inc listed on the Nasdaq under the ticker symbol CELU. GX and Celularity shareholders were to own 21% stake and 74% interest in the merged entity, respectively, and the remaining 5% stake were to own by PIPE investors.","Celularity Inc, located in Florham Park, New Jersey, is a clinical-stage biotechnology company. It develops off-the-shelf placenta-derived allogeneic cell therapies, including genetically-modified NK cells, T cells engineered with a CAR (CAR T-cells), and ASCs, targeting indications across cancer, infectious and degenerative diseases. The Company was founded in 2016.",Special Purpose Acquisition Company,Reverse Takeover|Financial Acquiror|Reverse Merger|Stock Swap,False,Disclosed Value,False,1639.79,1639.79,,2188.181,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-01-08,,2021-Jan-08-CELU.OQ-140413140979-Transcript,
2021-01-08,2021,Celularity + GX Acquisition Corp,SPAC Merger,$1.25B valuation + $80M PIPE,Placental cell therapy platform,2021-Jan-08-CELU.OQ,3684535020.0,2021-01-08,2021-01-08,1639.79,Celularity Inc,5057763155,Healthcare,Biotechnology,United States,GX Acquisition Corp,5068933591,Financials,Alternative Financial Investments,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - GX Acquisition Corp (GX) merged with Celularity Inc (Celularity), a Florham Park-based clinical-stage biotechnology company, from Sorrento Therapeutics Inc, Bristol-Myers Squibb Co, Starr Insurance Cos, Dragasac Ltd, a unit of Genting Bhd and other shareholders, in exchange for 147.327 mil new Class A common shares valued at USD 1.693 bil, in a stock swap reverse takeover transaction. The shares were valued based on GX's closing stock price of USD 11.49 on 7 January 2021, the last full trading day prior to the announcement. On the completion of the de-SPAC process, the merged entity was named Celularity Inc listed on the Nasdaq under the ticker symbol CELU. GX and Celularity shareholders were to own 21% stake and 74% interest in the merged entity, respectively, and the remaining 5% stake were to own by PIPE investors.","Celularity Inc, located in Florham Park, New Jersey, is a clinical-stage biotechnology company. It develops off-the-shelf placenta-derived allogeneic cell therapies, including genetically-modified NK cells, T cells engineered with a CAR (CAR T-cells), and ASCs, targeting indications across cancer, infectious and degenerative diseases. The Company was founded in 2016.",Special Purpose Acquisition Company,Reverse Takeover|Financial Acquiror|Reverse Merger|Stock Swap,False,Disclosed Value,False,1639.79,1639.79,,2188.181,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-01-08,,2021-Jan-08-CELU.OQ-140413140979-Transcript,
2021-01-12,2021,Medivir + IGM Biosciences,Licensing,$1M + $1.5M + up to $350M milestones,Birinapant SMAC mimetic,2021-Jan-12-MEDIVIR.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jan-12-MEDIVIR.ST-138271157320-Transcript,
2021-01-12,2021,Medivir + IGM Biosciences,Licensing,$1M + $1.5M + up to $350M milestones,Birinapant SMAC mimetic,2021-Jan-12-MEDIVIR.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jan-12-MEDIVIR.ST-138271157320-Transcript,
2021-01-29,2021,Catabasis acquiring Quellis Biosciences,Acquisition,Undisclosed + $110M PIPE,QLS-215 HAE monoclonal antibody,2021-Jan-29-ATXS.OQ,3697301020.0,2021-01-29,2021-01-29,8.098,Quellis Biosciences Inc,5064572740,Healthcare,Biotechnology,United States,Catabasis Pharmaceuticals Inc,4298140380,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Catabasis Pharmaceuticals Inc (Catabasis) acquired the entire share capital of Quellis Biosciences Inc, a Waltham-based provider of biotechnology company, for a total USD 8.098 mil, in a stock swap transaction. The consideration consisted of 3.333 mil Catabasis common shares valued at USD 8.098 mil and an undisclosed amount in preferred shares. The shares were valued based on Catabasis's closing stock price of USD 2.43 on 28 January 2021, the last full trading day prior to the announcement.","Quellis Biosciences Inc, located in Waltham, Massachusetts, is a biotechnology company engaged in the research and development of treatments for Hereditary Angiodema. The Company was founded in 2017.",Pharmaceutical Preparation Manufacturing,Financial Acquiror|Stock Swap,True,Disclosed Value,False,8.098,8.098,,42.98,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-01-29,,2021-Jan-29-ATXS.OQ-138869008496-Transcript,
2021-01-29,2021,Catabasis acquiring Quellis Biosciences,Acquisition,Undisclosed + $110M PIPE,QLS-215 HAE monoclonal antibody,2021-Jan-29-ATXS.OQ,3697301020.0,2021-01-29,2021-01-29,8.098,Quellis Biosciences Inc,5064572740,Healthcare,Biotechnology,United States,Catabasis Pharmaceuticals Inc,4298140380,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Catabasis Pharmaceuticals Inc (Catabasis) acquired the entire share capital of Quellis Biosciences Inc, a Waltham-based provider of biotechnology company, for a total USD 8.098 mil, in a stock swap transaction. The consideration consisted of 3.333 mil Catabasis common shares valued at USD 8.098 mil and an undisclosed amount in preferred shares. The shares were valued based on Catabasis's closing stock price of USD 2.43 on 28 January 2021, the last full trading day prior to the announcement.","Quellis Biosciences Inc, located in Waltham, Massachusetts, is a biotechnology company engaged in the research and development of treatments for Hereditary Angiodema. The Company was founded in 2017.",Pharmaceutical Preparation Manufacturing,Financial Acquiror|Stock Swap,True,Disclosed Value,False,8.098,8.098,,42.98,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-01-29,,2021-Jan-29-ATXS.OQ-138869008496-Transcript,
2021-07-01,2021,Pharming Group + Orchard Therapeutics,Licensing,$17.5M + up to $189.5M milestones,HAE gene therapy collaboration,2021-Jul-01-PHAR.AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jul-01-PHAR.AS-138607937933-Transcript,
2021-07-01,2021,Pharming Group + Orchard Therapeutics,Licensing,$17.5M + up to $189.5M milestones,HAE gene therapy collaboration,2021-Jul-01-PHAR.AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jul-01-PHAR.AS-138607937933-Transcript,
2021-07-02,2021,Alector + GlaxoSmithKline,Licensing,£700M + up to £1.5B milestones,Progranulin franchise AL001/AL101,2021-Jul-02-ALEC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jul-02-ALEC.OQ-138386833112-Transcript,
2021-07-02,2021,Alector + GlaxoSmithKline,Licensing,£700M + up to £1.5B milestones,Progranulin franchise AL001/AL101,2021-Jul-02-ALEC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jul-02-ALEC.OQ-138386833112-Transcript,
2021-07-06,2021,Advaxis + Biosight merger,Merger,Complex structure,Biosight Therapeutics creation,2021-Jul-06-ADXS.PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jul-06-ADXS.PK-139113360223-Transcript,
2021-07-06,2021,Advaxis + Biosight merger,Merger,Complex structure,Biosight Therapeutics creation,2021-Jul-06-ADXS.PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jul-06-ADXS.PK-139113360223-Transcript,
2021-07-09,2021,Vitrolife acquiring Igenomix,Acquisition,€1.25B EV,IVF genetic testing services,2021-Jul-09-VITR.ST,3768988040.0,2021-07-08,2021-07-08,1476.22163277336,Igenomix SL,,Healthcare,Biotechnology,Spain,Vitrolife AB,,Healthcare,Healthcare Equipment & Supplies,Sweden,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"SPAIN - Vitrolife AB of Sweden acquired the entire share capital of Igenomix SL, a Paterna-based provider of reproductive genetics research and testing services, from EQT VIII, owned by EQT Fund Management Sarl, and other shareholders, for EUR 1.25 bil (USD 1.474 bil) in cash.","Igenomix SL is a biotechnology company that specializes in reproductive genetic services. The Company offers Preimplantation Genetic Diagnosis (PGD), Endometrial Receptivity Analysis (ERA), Carrier Genetic Screening (CGT), Sperm Aneuploidy Testing (SAT) and a non-invasive prenatal test (NACE). The Company was founded in 2011 and is located in Paterna, Spain.",Manufacture fertility systems,Divestiture,True,Disclosed Value,True,1482.86458641719,1419.49214986113,,4587.673,,,136.567,-156.191,0.0,-226.408,,,,,,Not Applicable,False,-0.874,0.0,0.0,,,86.302,0.0,False,,2021-07-08,,2021-Jul-09-VITR.ST-137229110912-Transcript,
